Ensembl Gene ID	Transcript length (including UTRs and CDS)	Associated Gene Name
ENSGALG00000031487	2645	FSTL4
ENSGALG00000031487	2523	FSTL4
ENSGALG00000012140	2438	FSHB
ENSGALG00000017921	190	U2
ENSGALG00000020557	3390	
ENSGALG00000042516	1194	
ENSGALG00000041387	2091	
ENSGALG00000001943	2562	RHBDF2
ENSGALG00000017853	137	SNORA29
ENSGALG00000041285	3580	MAP2K3
ENSGALG00000000927	2401	ANGPTL2
ENSGALG00000034475	2198	EIF3G
ENSGALG00000003349	1597	PLEKHA2
ENSGALG00000025517	136	SNORA14
ENSGALG00000016286	849	
ENSGALG00000040971	2201	EGR2
ENSGALG00000013590	1628	
ENSGALG00000004397	2754	MLXIP
ENSGALG00000004397	2691	MLXIP
ENSGALG00000004687	864	CENPP
ENSGALG00000004687	735	CENPP
ENSGALG00000025337	87	SNORD100
ENSGALG00000038593	468	
ENSGALG00000025282	85	SNORD100
ENSGALG00000039171	2078	RAD52
ENSGALG00000040478	1941	CAPN5
ENSGALG00000040478	2653	CAPN5
ENSGALG00000036219	1203	STK35
ENSGALG00000036219	1275	STK35
ENSGALG00000036219	1026	STK35
ENSGALG00000008009	1945	BCAP29
ENSGALG00000008009	978	BCAP29
ENSGALG00000041379	876	
ENSGALG00000001955	1434	AANAT
ENSGALG00000033906	279	
ENSGALG00000004745	3254	NATD1
ENSGALG00000012139	1798	ARL14EP
ENSGALG00000012139	2345	ARL14EP
ENSGALG00000012139	1500	ARL14EP
ENSGALG00000025629	133	SNORA20
ENSGALG00000032324	1615	
ENSGALG00000032324	1597	
ENSGALG00000032324	770	
ENSGALG00000033649	153	
ENSGALG00000026402	206	DLG2-AS1_2
ENSGALG00000004620	4892	LAMC1
ENSGALG00000006198	3110	LSS
ENSGALG00000006198	1539	LSS
ENSGALG00000006198	2037	LSS
ENSGALG00000003356	945	
ENSGALG00000003356	315	
ENSGALG00000033573	735	
ENSGALG00000016287	1127	NR0B1
ENSGALG00000004749	1277	TMEM11
ENSGALG00000026515	136	uc_338
ENSGALG00000026364	2030	ASAH1
ENSGALG00000001971	4125	UBE2O
ENSGALG00000028209	180	uc_338
ENSGALG00000011162	2872	CYP46A1
ENSGALG00000038818	456	
ENSGALG00000033888	1320	IDH3B
ENSGALG00000033888	1296	IDH3B
ENSGALG00000033888	1958	IDH3B
ENSGALG00000039063	300	
ENSGALG00000039063	303	
ENSGALG00000041283	1544	
ENSGALG00000041283	1592	
ENSGALG00000041283	1337	
ENSGALG00000025783	160	uc_338
ENSGALG00000040469	1984	
ENSGALG00000027211	696	PDYN
ENSGALG00000016288	2157	IL1RAPL1
ENSGALG00000012136	1014	MPPED2
ENSGALG00000000755	1321	ACER3
ENSGALG00000027879	151	uc_338
ENSGALG00000012395	4623	PLEKHG1
ENSGALG00000032045	9583	MBNL3
ENSGALG00000032045	9195	MBNL3
ENSGALG00000032045	9030	MBNL3
ENSGALG00000032045	783	MBNL3
ENSGALG00000032045	1074	MBNL3
ENSGALG00000032045	672	MBNL3
ENSGALG00000032045	810	MBNL3
ENSGALG00000007998	6224	SLC26A4
ENSGALG00000042670	444	
ENSGALG00000025841	171	uc_338
ENSGALG00000035764	1524	
ENSGALG00000035764	1615	
ENSGALG00000028803	1101	B3GNT4
ENSGALG00000028803	1113	B3GNT4
ENSGALG00000000864	3431	FBXW2
ENSGALG00000000864	1272	FBXW2
ENSGALG00000000864	1783	FBXW2
ENSGALG00000000864	1295	FBXW2
ENSGALG00000027339	708	LYRM4
ENSGALG00000003398	4597	ADAM9
ENSGALG00000011166	645	
ENSGALG00000027599	147	uc_338
ENSGALG00000004759	978	DHRS7B
ENSGALG00000004759	963	DHRS7B
ENSGALG00000004627	1227	
ENSGALG00000012130	744	DNAJC24
ENSGALG00000036073	991	
ENSGALG00000006152	1107	
ENSGALG00000006152	1083	
ENSGALG00000004035	851	CRYBA1
ENSGALG00000002980	2006	RTKN2
ENSGALG00000002980	2061	RTKN2
ENSGALG00000002980	1891	RTKN2
ENSGALG00000002980	3056	RTKN2
ENSGALG00000026867	168	uc_338
ENSGALG00000023541	1428	SPHK1
ENSGALG00000023541	1527	SPHK1
ENSGALG00000000761	2617	TSKU
ENSGALG00000042604	1536	ARX
ENSGALG00000033924	3219	
ENSGALG00000033924	3383	
ENSGALG00000043687	1395	
ENSGALG00000006217	1492	S100B
ENSGALG00000028054	188	uc_338
ENSGALG00000033401	306	
ENSGALG00000043101	1194	
ENSGALG00000036074	1303	RPP40
ENSGALG00000043661	2005	
ENSGALG00000026676	82	Hammerhead_HH9
ENSGALG00000038981	2192	CBLL1
ENSGALG00000004642	1433	NMNAT2
ENSGALG00000032792	357	
ENSGALG00000028126	110	gga-mir-6631
ENSGALG00000012128	992	IMMP1L
ENSGALG00000004042	3807	NUFIP2
ENSGALG00000004042	3997	NUFIP2
ENSGALG00000005417	3963	JMJD4
ENSGALG00000038330	1799	
ENSGALG00000029817	2163	
ENSGALG00000035793	540	
ENSGALG00000034510	2838	VPS16
ENSGALG00000012994	3354	ERC1
ENSGALG00000012994	2925	ERC1
ENSGALG00000017926	329	7SK
ENSGALG00000034250	1634	HS6ST2
ENSGALG00000031310	306	
ENSGALG00000024085	1188	
ENSGALG00000039735	1801	
ENSGALG00000042110	1396	
ENSGALG00000029485	1688	
ENSGALG00000029485	1486	
ENSGALG00000039018	290	Metazoa_SRP
ENSGALG00000004412	1863	DIABLO
ENSGALG00000004412	1664	DIABLO
ENSGALG00000016312	4491	POLA1
ENSGALG00000040698	1939	
ENSGALG00000033784	897	
ENSGALG00000000808	3204	
ENSGALG00000000808	498	
ENSGALG00000034782	4290	
ENSGALG00000034782	4226	
ENSGALG00000034782	4148	
ENSGALG00000026500	110	gga-mir-6678
ENSGALG00000002967	3180	ZNF365
ENSGALG00000007959	2370	SLC26A3
ENSGALG00000018321	84	gga-mir-133b
ENSGALG00000004082	6163	TAOK1
ENSGALG00000024083	1151	C8orf4
ENSGALG00000012127	1293	
ENSGALG00000029896	4974	
ENSGALG00000029896	4950	
ENSGALG00000029896	4935	
ENSGALG00000029896	4623	
ENSGALG00000029896	4533	
ENSGALG00000029896	3819	
ENSGALG00000012412	2805	MTHFD1L
ENSGALG00000012412	2085	MTHFD1L
ENSGALG00000032423	107	gga-mir-217
ENSGALG00000033857	825	NAT8B
ENSGALG00000013600	1296	
ENSGALG00000013600	1248	
ENSGALG00000042378	294	
ENSGALG00000021539	1341	PRPSAP1
ENSGALG00000021539	2425	PRPSAP1
ENSGALG00000035274	1656	
ENSGALG00000024122	1211	TNFRSF13B
ENSGALG00000024122	711	TNFRSF13B
ENSGALG00000025266	102	gga-mir-1740
ENSGALG00000037736	1794	
ENSGALG00000037736	1674	
ENSGALG00000011209	1956	EVL
ENSGALG00000031534	4354	ARID5B
ENSGALG00000026835	100	
ENSGALG00000012808	1620	
ENSGALG00000012808	1632	
ENSGALG00000012808	1614	
ENSGALG00000012808	1398	
ENSGALG00000030623	520	
ENSGALG00000030623	630	
ENSGALG00000040759	2976	CPXM1
ENSGALG00000006080	3146	GPC4
ENSGALG00000006080	2163	GPC4
ENSGALG00000006080	1530	GPC4
ENSGALG00000037915	106	gga-mir-216a
ENSGALG00000032159	1242	FBXL14
ENSGALG00000035166	366	LYPD2
ENSGALG00000025778	1146	
ENSGALG00000025778	1161	
ENSGALG00000003470	1278	ZMAT4
ENSGALG00000003470	738	ZMAT4
ENSGALG00000004667	3576	SMG7
ENSGALG00000004667	3426	SMG7
ENSGALG00000004667	4512	SMG7
ENSGALG00000000818	2040	LRRC32
ENSGALG00000037235	3282	
ENSGALG00000037235	2725	
ENSGALG00000026739	105	gga-mir-6580
ENSGALG00000016318	480	
ENSGALG00000025575	103	gga-mir-1784
ENSGALG00000015058	5975	PTPRD
ENSGALG00000015058	5966	PTPRD
ENSGALG00000015058	5828	PTPRD
ENSGALG00000015058	5816	PTPRD
ENSGALG00000015058	5804	PTPRD
ENSGALG00000015058	5777	PTPRD
ENSGALG00000007021	10479	PCNT
ENSGALG00000038246	306	
ENSGALG00000041621	1088	LY6E
ENSGALG00000029417	315	
ENSGALG00000012998	1107	WNT5B
ENSGALG00000037647	189	
ENSGALG00000003013	1361	C10orf107
ENSGALG00000025559	73	gga-mir-1677
ENSGALG00000004440	2322	
ENSGALG00000040877	477	UBALD2
ENSGALG00000042902	480	
ENSGALG00000042902	435	
ENSGALG00000037843	66	
ENSGALG00000042121	201	
ENSGALG00000032569	189	
ENSGALG00000043582	829	
ENSGALG00000011213	975	DEGS2
ENSGALG00000011213	984	DEGS2
ENSGALG00000025511	77	
ENSGALG00000040094	1499	
ENSGALG00000003473	936	SFRP1
ENSGALG00000003473	450	SFRP1
ENSGALG00000035533	1916	ADIPOR2
ENSGALG00000031660	2564	
ENSGALG00000025567	98	gga-mir-1686
ENSGALG00000036240	5901	
ENSGALG00000036240	5739	
ENSGALG00000007931	2016	DLD
ENSGALG00000007931	2525	DLD
ENSGALG00000006182	1444	NSFL1C
ENSGALG00000025862	2099	TMEM26
ENSGALG00000042304	2256	
ENSGALG00000042304	2157	
ENSGALG00000042304	2110	
ENSGALG00000033748	61	gga-mir-7462
ENSGALG00000006087	1900	GPC3
ENSGALG00000006087	2025	GPC3
ENSGALG00000039585	438	
ENSGALG00000039585	1000	
ENSGALG00000037397	420	
ENSGALG00000032512	1976	
ENSGALG00000031710	294	
ENSGALG00000040223	62	gga-mir-7463
ENSGALG00000030574	1440	
ENSGALG00000017388	2610	YY1
ENSGALG00000000830	3210	EMSY
ENSGALG00000000830	2364	EMSY
ENSGALG00000000830	1635	EMSY
ENSGALG00000005430	2877	ALS2CL
ENSGALG00000005430	2844	ALS2CL
ENSGALG00000005430	2880	ALS2CL
ENSGALG00000012966	3449	ZBTB2
ENSGALG00000003483	1874	GOLGA7
ENSGALG00000026675	98	gga-mir-6568
ENSGALG00000037093	1370	
ENSGALG00000023703	2424	GIT1
ENSGALG00000023703	2476	GIT1
ENSGALG00000023703	1995	GIT1
ENSGALG00000016323	2372	PDK3
ENSGALG00000016323	2238	PDK3
ENSGALG00000028454	110	gga-mir-6687
ENSGALG00000036964	1569	
ENSGALG00000012809	1663	ECI2
ENSGALG00000012809	1388	ECI2
ENSGALG00000012809	1448	ECI2
ENSGALG00000011220	1118	SLC25A29
ENSGALG00000000853	1341	SLC2A8
ENSGALG00000000853	1898	SLC2A8
ENSGALG00000000853	1781	SLC2A8
ENSGALG00000000853	1306	SLC2A8
ENSGALG00000000853	1510	SLC2A8
ENSGALG00000039780	309	
ENSGALG00000030333	1032	
ENSGALG00000028314	108	
ENSGALG00000043472	2110	
ENSGALG00000031253	3003	
ENSGALG00000006094	1137	PHF6
ENSGALG00000029572	2221	TOP1MT
ENSGALG00000025861	110	gga-mir-6670
ENSGALG00000012968	1520	RMND1
ENSGALG00000007503	1431	KMO
ENSGALG00000004798	4617	MPRIP
ENSGALG00000004798	4555	MPRIP
ENSGALG00000004798	3191	MPRIP
ENSGALG00000004798	1539	MPRIP
ENSGALG00000004798	1530	MPRIP
ENSGALG00000011225	921	SLC25A47
ENSGALG00000038895	453	
ENSGALG00000025303	98	
ENSGALG00000013008	1926	CHUNK-1
ENSGALG00000032892	306	
ENSGALG00000003492	2074	PPP1R3E
ENSGALG00000003073	2191	RHOBTB1
ENSGALG00000003073	3154	RHOBTB1
ENSGALG00000040821	1464	
ENSGALG00000004700	1551	NCF2
ENSGALG00000025467	89	
ENSGALG00000013602	6176	PCM1
ENSGALG00000027151	1458	FKBP12
ENSGALG00000007905	3995	LAMB1
ENSGALG00000025222	98	gga-mir-1649
ENSGALG00000016326	987	
ENSGALG00000036849	1362	
ENSGALG00000036849	1266	
ENSGALG00000033633	1282	SAT2
ENSGALG00000026214	1734	LRTM2
ENSGALG00000026322	1829	
ENSGALG00000000838	2682	THAP12
ENSGALG00000035716	690	
ENSGALG00000025394	101	gga-mir-1717
ENSGALG00000011228	1976	WARS
ENSGALG00000043751	1603	
ENSGALG00000004467	4621	CLIP1
ENSGALG00000004467	4191	CLIP1
ENSGALG00000025975	110	gga-mir-6605
ENSGALG00000034883	276	
ENSGALG00000003518	1350	GPAT4
ENSGALG00000039287	2799	
ENSGALG00000007511	3343	ITGB2
ENSGALG00000028432	110	gga-mir-6583
ENSGALG00000016327	2413	
ENSGALG00000033467	770	
ENSGALG00000012813	1224	
ENSGALG00000028347	1159	SDCBP2
ENSGALG00000000839	1829	WNT11
ENSGALG00000030734	306	
ENSGALG00000002008	1986	RNF157
ENSGALG00000002008	1557	RNF157
ENSGALG00000002008	1278	RNF157
ENSGALG00000002008	1482	RNF157
ENSGALG00000027285	110	gga-mir-4732
ENSGALG00000006098	1527	HPRT1
ENSGALG00000006098	639	HPRT1
ENSGALG00000032723	2136	ANKRD13B
ENSGALG00000028897	2306	
ENSGALG00000005443	552	
ENSGALG00000005443	603	
ENSGALG00000012971	2148	CCDC170
ENSGALG00000020927	1549	ARPC5
ENSGALG00000020927	1443	ARPC5
ENSGALG00000029121	115	gga-mir-3526
ENSGALG00000003085	1203	CDK1
ENSGALG00000038687	546	
ENSGALG00000012814	2238	PXDC1
ENSGALG00000042377	88	
ENSGALG00000018503	786	
ENSGALG00000012123	1962	PAX6
ENSGALG00000012123	2101	PAX6
ENSGALG00000012123	2017	PAX6
ENSGALG00000025459	110	gga-mir-1451
ENSGALG00000040372	870	
ENSGALG00000040372	861	
ENSGALG00000037274	1652	SNPH
ENSGALG00000037274	1686	SNPH
ENSGALG00000029850	5015	OTUD5
ENSGALG00000029850	3931	OTUD5
ENSGALG00000029850	3396	OTUD5
ENSGALG00000038040	636	
ENSGALG00000034337	1779	RHPN1
ENSGALG00000034337	1845	RHPN1
ENSGALG00000034337	1794	RHPN1
ENSGALG00000027298	110	gga-mir-6633
ENSGALG00000007513	1136	FAM207A
ENSGALG00000013606	1388	FGL1
ENSGALG00000025425	66	gga-mir-199b
ENSGALG00000042704	306	
ENSGALG00000007917	5322	LAMB4
ENSGALG00000004695	2142	ECM2
ENSGALG00000004695	2037	ECM2
ENSGALG00000004695	2031	ECM2
ENSGALG00000004695	1782	ECM2
ENSGALG00000012973	2081	ESR1
ENSGALG00000012816	1908	SLC22A23
ENSGALG00000016340	1924	EIF2S3L
ENSGALG00000036751	249	
ENSGALG00000025562	59	gga-mir-1767
ENSGALG00000006108	1153	FAM122B
ENSGALG00000028949	1476	CORO6
ENSGALG00000028949	1418	CORO6
ENSGALG00000011236	2250	BEGAIN
ENSGALG00000011236	1893	BEGAIN
ENSGALG00000013007	1518	
ENSGALG00000013007	1539	
ENSGALG00000013007	885	
ENSGALG00000004486	1947	ZCCHC8
ENSGALG00000004728	3746	RGL1
ENSGALG00000040868	3043	
ENSGALG00000005448	1309	MYL3
ENSGALG00000005448	612	MYL3
ENSGALG00000000845	2526	UVRAG
ENSGALG00000000845	2022	UVRAG
ENSGALG00000034008	103	
ENSGALG00000006186	1830	RAD21L1
ENSGALG00000030462	1283	
ENSGALG00000029932	564	
ENSGALG00000021802	112	gga-mir-456
ENSGALG00000042232	532	PSMG4
ENSGALG00000041665	1071	
ENSGALG00000012121	978	RCN1
ENSGALG00000004816	1848	
ENSGALG00000004816	2306	
ENSGALG00000003594	5547	ANK1
ENSGALG00000041713	3049	
ENSGALG00000000847	3614	GARNL3
ENSGALG00000000847	1589	GARNL3
ENSGALG00000006127	3016	FAM122A
ENSGALG00000026264	2142	MAFA
ENSGALG00000011244	1175	DLK1
ENSGALG00000029208	306	
ENSGALG00000038136	1014	
ENSGALG00000015205	2037	TYRP1
ENSGALG00000029438	617	CLPP
ENSGALG00000029438	731	CLPP
ENSGALG00000043659	1052	
ENSGALG00000017462	4441	FNIP1
ENSGALG00000017462	4357	FNIP1
ENSGALG00000017462	3474	FNIP1
ENSGALG00000017462	3351	FNIP1
ENSGALG00000030073	1560	
ENSGALG00000030073	1868	
ENSGALG00000013615	1698	
ENSGALG00000013615	2063	
ENSGALG00000013615	1108	
ENSGALG00000013615	1005	
ENSGALG00000000259	2033	PSMF1
ENSGALG00000006443	1286	ART1
ENSGALG00000041787	955	PLA2G15
ENSGALG00000038320	1937	COLGALT2
ENSGALG00000038320	2312	COLGALT2
ENSGALG00000033433	1379	DIO3
ENSGALG00000043265	4905	ZC3H3
ENSGALG00000038402	366	
ENSGALG00000038660	892	
ENSGALG00000004493	1798	RSRC2
ENSGALG00000004493	1839	RSRC2
ENSGALG00000021572	7297	SSH2
ENSGALG00000021572	7231	SSH2
ENSGALG00000030873	1696	
ENSGALG00000030873	1787	
ENSGALG00000041759	174	
ENSGALG00000034950	2543	SMPD3
ENSGALG00000040932	306	
ENSGALG00000027166	909	ART7B
ENSGALG00000027166	1080	ART7B
ENSGALG00000039675	119	5S_rRNA
ENSGALG00000023640	666	RSPO4
ENSGALG00000007183	3161	ERGIC2
ENSGALG00000007183	1781	ERGIC2
ENSGALG00000005476	1760	PTH1R
ENSGALG00000005476	1587	PTH1R
ENSGALG00000029996	4222	PPP2R5C
ENSGALG00000029786	119	5S_rRNA
ENSGALG00000041025	1320	FOXJ1
ENSGALG00000041025	1290	FOXJ1
ENSGALG00000004782	426	TSEN15
ENSGALG00000006132	1862	MOSPD1
ENSGALG00000006132	1237	MOSPD1
ENSGALG00000031750	119	5S_rRNA
ENSGALG00000043250	666	
ENSGALG00000007527	5285	ADARB1
ENSGALG00000007527	1927	ADARB1
ENSGALG00000007527	5235	ADARB1
ENSGALG00000007527	2112	ADARB1
ENSGALG00000033052	933	
ENSGALG00000004834	5368	COPS3
ENSGALG00000036790	663	RPS27A
ENSGALG00000028988	903	
ENSGALG00000038105	119	5S_rRNA
ENSGALG00000012821	1655	TUBB2B
ENSGALG00000012821	1791	TUBB2B
ENSGALG00000012821	1565	TUBB2B
ENSGALG00000012821	839	TUBB2B
ENSGALG00000012821	1341	TUBB2B
ENSGALG00000040755	1846	ANGPT4
ENSGALG00000012115	1316	WT1
ENSGALG00000012115	1254	WT1
ENSGALG00000012115	3251	WT1
ENSGALG00000013617	1714	PDGFRL
ENSGALG00000033850	306	
ENSGALG00000035158	119	5S_rRNA
ENSGALG00000032138	1460	
ENSGALG00000005846	6670	MPDZ
ENSGALG00000038865	2217	PRMT7
ENSGALG00000033067	119	5S_rRNA
ENSGALG00000039984	1835	
ENSGALG00000032265	120	5S_rRNA
ENSGALG00000040942	3093	EFCAB5
ENSGALG00000040942	1647	EFCAB5
ENSGALG00000035101	306	
ENSGALG00000032929	1437	
ENSGALG00000041457	118	5S_rRNA
ENSGALG00000020922	1694	C1orf21
ENSGALG00000020922	300	C1orf21
ENSGALG00000020922	369	C1orf21
ENSGALG00000000871	897	MADPRT
ENSGALG00000000871	891	MADPRT
ENSGALG00000005487	1489	CCDC12
ENSGALG00000040800	1398	
ENSGALG00000034162	116	5S_rRNA
ENSGALG00000006194	1515	SLC52A3
ENSGALG00000006194	1655	SLC52A3
ENSGALG00000031265	2484	MTIF2
ENSGALG00000003641	5958	KAT6A
ENSGALG00000003641	5925	KAT6A
ENSGALG00000006644	2097	
ENSGALG00000034457	119	5S_rRNA
ENSGALG00000006157	2700	
ENSGALG00000039520	1888	
ENSGALG00000037418	150	5_8S_rRNA
ENSGALG00000042539	384	
ENSGALG00000035575	2976	SLC7A6OS
ENSGALG00000025726	306	
ENSGALG00000016345	2396	KLHL15
ENSGALG00000016345	2003	KLHL15
ENSGALG00000016345	2998	KLHL15
ENSGALG00000016345	1391	KLHL15
ENSGALG00000016345	1426	KLHL15
ENSGALG00000037297	1014	
ENSGALG00000036615	143	5_8S_rRNA
ENSGALG00000028912	831	SCRT2
ENSGALG00000034854	781	PRORSD1P
ENSGALG00000032752	153	5_8S_rRNA
ENSGALG00000043084	1336	
ENSGALG00000027446	1719	HDDC3
ENSGALG00000027446	728	HDDC3
ENSGALG00000004186	1641	NSRP1
ENSGALG00000040625	375	SRXN1
ENSGALG00000030993	152	5_8S_rRNA
ENSGALG00000029659	1138	BPHL
ENSGALG00000013627	4007	SLC7A2
ENSGALG00000013627	2458	SLC7A2
ENSGALG00000013627	1031	SLC7A2
ENSGALG00000013627	1060	SLC7A2
ENSGALG00000027199	2334	MMGT1
ENSGALG00000027199	387	MMGT1
ENSGALG00000034200	612	
ENSGALG00000036423	151	5_8S_rRNA
ENSGALG00000004842	753	NT5M
ENSGALG00000004842	636	NT5M
ENSGALG00000030419	2172	GLS
ENSGALG00000006653	435	CSF2
ENSGALG00000026276	999	TCF15
ENSGALG00000000868	885	RNF121
ENSGALG00000000868	501	RNF121
ENSGALG00000000868	741	RNF121
ENSGALG00000033733	330	
ENSGALG00000035034	171	uc_338
ENSGALG00000004806	2850	EDEM3
ENSGALG00000004806	2802	EDEM3
ENSGALG00000028842	315	
ENSGALG00000029324	1974	SLC7A6
ENSGALG00000029324	1828	SLC7A6
ENSGALG00000029324	558	SLC7A6
ENSGALG00000037543	203	U2
ENSGALG00000039749	876	
ENSGALG00000004246	2295	SLC6A4
ENSGALG00000036957	534	
ENSGALG00000013022	6246	CACNA1C
ENSGALG00000013022	6234	CACNA1C
ENSGALG00000038155	2452	AP3M2
ENSGALG00000038155	2919	AP3M2
ENSGALG00000029506	107	
ENSGALG00000006180	2436	SLC9A6
ENSGALG00000032760	102	
ENSGALG00000004722	2216	ASPN
ENSGALG00000004722	1083	ASPN
ENSGALG00000021113	417	IL3
ENSGALG00000032623	793	
ENSGALG00000031214	1003	MED9
ENSGALG00000040697	105	
ENSGALG00000031981	1059	
ENSGALG00000012827	2725	RIPK1
ENSGALG00000012827	2049	RIPK1
ENSGALG00000003135	5961	ANK3
ENSGALG00000003135	5814	ANK3
ENSGALG00000003135	1734	ANK3
ENSGALG00000003135	5862	ANK3
ENSGALG00000003135	14430	ANK3
ENSGALG00000003135	5862	ANK3
ENSGALG00000017493	1181	
ENSGALG00000037383	110	gga-mir-6655
ENSGALG00000007161	9528	LRRK2
ENSGALG00000007161	7596	LRRK2
ENSGALG00000004860	1638	RASD1
ENSGALG00000032241	66	
ENSGALG00000039044	748	
ENSGALG00000003709	1983	PLAT
ENSGALG00000033068	3304	TLR21
ENSGALG00000037851	715	KK34
ENSGALG00000028220	315	
ENSGALG00000006197	1588	CSNK2A1
ENSGALG00000006197	3495	CSNK2A1
ENSGALG00000039640	69	
ENSGALG00000026080	1260	OMD
ENSGALG00000042043	1980	
ENSGALG00000042043	1220	
ENSGALG00000036085	5172	
ENSGALG00000036085	4047	
ENSGALG00000036085	2597	
ENSGALG00000036085	2076	
ENSGALG00000036085	2058	
ENSGALG00000036021	636	
ENSGALG00000036021	617	
ENSGALG00000002050	2311	EXOC7
ENSGALG00000002050	2200	EXOC7
ENSGALG00000002050	2062	EXOC7
ENSGALG00000038562	91	
ENSGALG00000006190	1825	FHL1
ENSGALG00000043228	1098	
ENSGALG00000004875	2214	PEMT
ENSGALG00000025747	1560	NQO2
ENSGALG00000012109	1413	EIF3M
ENSGALG00000012109	1183	EIF3M
ENSGALG00000012109	1057	EIF3M
ENSGALG00000043587	5088	CCDC88A
ENSGALG00000043587	4365	CCDC88A
ENSGALG00000043587	4767	CCDC88A
ENSGALG00000043587	3957	CCDC88A
ENSGALG00000016348	1038	SAT1
ENSGALG00000016348	1144	SAT1
ENSGALG00000033607	1177	
ENSGALG00000006677	2161	P4HA2
ENSGALG00000005441	3189	NFIB
ENSGALG00000005441	3754	NFIB
ENSGALG00000005441	1461	NFIB
ENSGALG00000005441	1680	NFIB
ENSGALG00000005441	1509	NFIB
ENSGALG00000005441	2306	NFIB
ENSGALG00000013641	1866	
ENSGALG00000030089	429	
ENSGALG00000041423	1746	
ENSGALG00000029222	306	
ENSGALG00000004259	2308	BLMH
ENSGALG00000004259	1863	BLMH
ENSGALG00000035326	1140	
ENSGALG00000004812	2898	FAM129A
ENSGALG00000004812	4036	FAM129A
ENSGALG00000006201	1718	TBC1D20
ENSGALG00000026736	2413	OGN
ENSGALG00000026736	1393	OGN
ENSGALG00000007651	3810	STAT1
ENSGALG00000007651	2346	STAT1
ENSGALG00000013646	1792	VPS37A
ENSGALG00000026501	1471	
ENSGALG00000033181	926	
ENSGALG00000033181	602	
ENSGALG00000033181	667	
ENSGALG00000033181	165	
ENSGALG00000039872	1300	PDLIM4
ENSGALG00000027009	315	
ENSGALG00000012830	3177	IRF4
ENSGALG00000012830	1254	IRF4
ENSGALG00000035951	843	SOX12
ENSGALG00000043662	2313	NDRG4
ENSGALG00000043662	2274	NDRG4
ENSGALG00000043662	987	NDRG4
ENSGALG00000004888	4824	RAI1
ENSGALG00000004888	5745	RAI1
ENSGALG00000004888	5691	RAI1
ENSGALG00000006393	2070	
ENSGALG00000013505	20620	
ENSGALG00000013505	20479	
ENSGALG00000013505	21031	
ENSGALG00000013505	20875	
ENSGALG00000013505	3363	
ENSGALG00000033251	540	
ENSGALG00000037219	3975	RNF2
ENSGALG00000006203	1566	
ENSGALG00000036228	871	
ENSGALG00000036228	384	
ENSGALG00000004262	1064	TMIGD1
ENSGALG00000033887	3264	IL17RA
ENSGALG00000033887	2553	IL17RA
ENSGALG00000002088	1125	GALR2
ENSGALG00000004750	3588	NOL8
ENSGALG00000006406	2732	BRS3
ENSGALG00000013649	1172	CNOT7
ENSGALG00000013649	2526	CNOT7
ENSGALG00000032451	119	5S_rRNA
ENSGALG00000035026	1662	SLC22A4
ENSGALG00000031832	1417	IKBKB
ENSGALG00000031832	2103	IKBKB
ENSGALG00000031832	2102	IKBKB
ENSGALG00000031622	119	5S_rRNA
ENSGALG00000016351	3601	ACOT9
ENSGALG00000016351	1272	ACOT9
ENSGALG00000011330	13842	DYNC1H1
ENSGALG00000011330	14037	DYNC1H1
ENSGALG00000011330	13536	DYNC1H1
ENSGALG00000011330	579	DYNC1H1
ENSGALG00000037621	119	5S_rRNA
ENSGALG00000033407	2351	BRINP3
ENSGALG00000001258	6671	NUMA1
ENSGALG00000001258	6774	NUMA1
ENSGALG00000001258	6843	NUMA1
ENSGALG00000001258	6750	NUMA1
ENSGALG00000037908	264	
ENSGALG00000006410	1353	
ENSGALG00000030604	119	5S_rRNA
ENSGALG00000032910	336	
ENSGALG00000027428	7223	ZDHHC21
ENSGALG00000031209	2039	GINS3
ENSGALG00000035495	119	5S_rRNA
ENSGALG00000030578	717	
ENSGALG00000013655	699	
ENSGALG00000027408	699	
ENSGALG00000004515	5718	KNTC1
ENSGALG00000004515	6621	KNTC1
ENSGALG00000004515	6561	KNTC1
ENSGALG00000035940	1941	SLC2A13
ENSGALG00000035940	1526	SLC2A13
ENSGALG00000035940	1787	SLC2A13
ENSGALG00000032018	119	5S_rRNA
ENSGALG00000036920	1674	SLC22A5
ENSGALG00000042362	13251	
ENSGALG00000042362	9864	
ENSGALG00000042362	5304	
ENSGALG00000042362	4809	
ENSGALG00000042362	1809	
ENSGALG00000042362	807	
ENSGALG00000042362	834	
ENSGALG00000037853	119	5S_rRNA
ENSGALG00000004295	3938	CPD
ENSGALG00000004295	3959	CPD
ENSGALG00000027397	612	DUSP22
ENSGALG00000027397	627	DUSP22
ENSGALG00000027397	615	DUSP22
ENSGALG00000027397	642	DUSP22
ENSGALG00000002062	2685	SRP68
ENSGALG00000034041	390	
ENSGALG00000034041	414	
ENSGALG00000034041	423	
ENSGALG00000034041	501	
ENSGALG00000034041	444	
ENSGALG00000034041	267	
ENSGALG00000006412	2020	VGLL1
ENSGALG00000029463	114	5S_rRNA
ENSGALG00000034554	799	
ENSGALG00000037504	1966	CFAP36
ENSGALG00000031718	1985	CSNK2A2
ENSGALG00000005434	907	CER1
ENSGALG00000043769	1498	
ENSGALG00000031407	53	5S_rRNA
ENSGALG00000027188	3906	SREBF1
ENSGALG00000027188	3210	SREBF1
ENSGALG00000013026	1278	CECR5
