am_gene_id	transcript_id	protein_id	gene_symbol	gene_name	
AMISG000273	AMIST000420	AMISP000420	SNAPIN	SNAP-associated protein	
AMISG000274	AMIST000421	AMISP000421	AMISG000274	AMISG000274 uncharacterized protein	
AMISG000275	AMIST000422|AMIST000423	AMISP000422|AMISP000423	CHTOP	chromatin target of PRMT1	
AMISG000276	AMIST000424	AMISP000424	S100A1	S100 calcium binding protein A1	
AMISG000277	AMIST000425	AMISP000425	S100A13	S100 calcium binding protein A13	
AMISG000278	AMIST000426	AMISP000426	S100A14	S100 calcium binding protein A14	
AMISG000279	AMIST000427	AMISP000427	S100A16	S100 calcium binding protein A16	
AMISG000280	AMIST000428	AMISP000428	S100A4	S100 calcium binding protein A4	
AMISG000281	AMIST000429	AMISP000429	S100A5	S100 calcium binding protein A5	
AMISG000282	AMIST000430	AMISP000430	S100A6	S100 calcium binding protein A6	
AMISG000283	AMIST000431	AMISP000431	IGF2R	insulin-like growth factor 2 receptor	
AMISG000284	AMIST000432|AMIST000433|AMIST000434	AMISP000432|AMISP000433|AMISP000434	MAS1	MAS1 oncogene	
AMISG000285	AMIST000435	AMISP000435	AMISG000285	AMISG000285 uncharacterized protein	
AMISG000286	AMIST000436	AMISP000436	AMISG000286	AMISG000286 uncharacterized protein	
AMISG000287	AMIST000437	AMISP000437	AMISG000287	AMISG000287 uncharacterized protein	
AMISG000288	AMIST000438	AMISP000438	AMISG000288	AMISG000288 uncharacterized protein	
AMISG000289	AMIST000439|AMIST000440	AMISP000439|AMISP000440	COL22A1	collagen	
AMISG000290	AMIST000441	AMISP000441	AMISG000290	AMISG000290 uncharacterized protein	
AMISG000291	AMIST000442	AMISP000442	GMFG	glia maturation factor	
AMISG000292	AMIST000443	AMISP000443	SAMD4B	sterile alpha motif domain containing 4B	
AMISG000293	AMIST000444	AMISP000444	PAF1	Paf1	
AMISG000294	AMIST000445	AMISP000445	MED29	mediator complex subunit 29	
AMISG000295	AMIST000446	AMISP000446	ZFP36	ZFP36 ring finger protein	
AMISG000296	AMIST000447	AMISP000447	LGALS7B	lectin	
AMISG000297	AMIST000448	AMISP000448	LGALS4	lectin	
AMISG000298	AMIST000449	AMISP000449	AMISG000298	AMISG000298 uncharacterized protein	
AMISG000299	AMIST000450	AMISP000450	AMISG000299	AMISG000299 uncharacterized protein	
AMISG000300	AMIST000451|AMIST000452	AMISP000451|AMISP000452	AMISG000300	AMISG000300 uncharacterized protein	
AMISG000301	AMIST000453	AMISP000453	LRRN4	leucine rich repeat neuronal 4	
AMISG000302	AMIST000454	AMISP000454	CRLS1	cardiolipin synthase 1	
AMISG000303	AMIST000455|AMIST000456	AMISP000455|AMISP000456	MCM8	minichromosome maintenance complex component 8	
AMISG000304	AMIST000457	AMISP000457	TRMT6	tRNA methyltransferase 6 homolog (S. cerevisiae)	
AMISG000305	AMIST000458|AMIST000459	AMISP000458|AMISP000459	CHGB	chromogranin B (secretogranin 1)	
AMISG000306	AMIST000460|AMIST000461	AMISP000460|AMISP000461	C20ORF196L	similar to human C20orf196	
AMISG000307	AMIST000462|AMIST000463	AMISP000462|AMISP000463	GPCPD1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)	
AMISG000308	AMIST000464	AMISP000464	AMISG000308	AMISG000308 uncharacterized protein	
AMISG000309	AMIST000465	AMISP000465	AMISG000309	AMISG000309 uncharacterized protein	
AMISG000310	AMIST000466	AMISP000466	FAM208B	family with sequence similarity 208	
AMISG000311	AMIST000467	AMISP000467	GDI2	GDP dissociation inhibitor 2	
AMISG000312	AMIST000468	AMISP000468	ANKRD16	ankyrin repeat domain 16	
AMISG000313	AMIST000469	AMISP000469	FBXO18	F-box protein	
AMISG000314	AMIST000470	AMISP000470	IL15RA	interleukin 15 receptor	
AMISG000315	AMIST000471	AMISP000471	AMISG000315	AMISG000315 uncharacterized protein	
AMISG000316	AMIST000472	AMISP000472	AMISG000316	AMISG000316 uncharacterized protein	
AMISG000317	AMIST000473|AMIST000474	AMISP000473|AMISP000474	COPG2	coatomer protein complex	
AMISG000318	AMIST000475|AMIST000476	AMISP000475|AMISP000476	MEST	mesoderm specific transcript homolog (mouse)	
AMISG000319	AMIST000477	AMISP000477	CEP41	centrosomal protein 41kDa	
AMISG000320	AMIST000478	AMISP000478	CPA1	carboxypeptidase A1 (pancreatic)	
AMISG000321	AMIST000479	AMISP000479	CPA5	carboxypeptidase A5	
AMISG000322	AMIST000480	AMISP000480	AMISG000322	AMISG000322 uncharacterized protein	
AMISG000323	AMIST000481|AMIST000482	AMISP000481|AMISP000482	SSMEM1	serine-rich single-pass membrane protein 1	
AMISG000324	AMIST000483|AMIST000484	AMISP000483|AMISP000484	TMEM209	transmembrane protein 209	
AMISG000325	AMIST000485	AMISP000485	LOC100859230L	similar to chicken LOC100859230 (putative cation exchanger C521.04c-like)	
AMISG000326	AMIST000486	AMISP000486	KLHDC10	kelch domain containing 10	
AMISG000327	AMIST000487	AMISP000487	ZC3HC1	zinc finger	
AMISG000328	AMIST000488	AMISP000488	AMISG000328	AMISG000328 uncharacterized protein	
AMISG000329	AMIST000489	AMISP000489	UBE2H	ubiquitin-conjugating enzyme E2H	
AMISG000330	AMIST000490|AMIST000491	AMISP000490|AMISP000491	NRF1	nuclear respiratory factor 1	
AMISG000331	AMIST000492	AMISP000492	AMISG000331	AMISG000331 uncharacterized protein	
AMISG000332	AMIST000493|AMIST000494|AMIST000495	AMISP000493|AMISP000494|AMISP000495	SMKR1	small lysine-rich protein 1	
AMISG000333	AMIST000496|AMIST000497	AMISP000496|AMISP000497	AMISG000333	AMISG000333 uncharacterized protein	
AMISG000334	AMIST000498	AMISP000498	AHCYL2	adenosylhomocysteinase-like 2	
AMISG000335	AMIST000499|AMIST000500|AMIST000501	AMISP000499|AMISP000500|AMISP000501	AMISG000335	AMISG000335 uncharacterized protein	
AMISG000336	AMIST000502|AMIST000503	AMISP000502|AMISP000503	WDR36	WD repeat domain 36	
AMISG000337	AMIST000504	AMISP000504	AMISG000337	AMISG000337 uncharacterized protein	
AMISG000338	AMIST000505|AMIST000506|AMIST000507	AMISP000505|AMISP000506|AMISP000507	AMISG000338	AMISG000338 uncharacterized protein	
AMISG000339	AMIST000508	AMISP000508	KCTD18	potassium channel tetramerisation domain containing 18	
AMISG000340	AMIST000509	AMISP000509	SPATS2L	spermatogenesis associated	
AMISG000341	AMIST000510	AMISP000510	AMISG000341	AMISG000341 uncharacterized protein	
AMISG000342	AMIST000511	AMISP000511	AMISG000342	AMISG000342 uncharacterized protein	
AMISG000343	AMIST000512	AMISP000512	AMISG000343	AMISG000343 uncharacterized protein	
AMISG000344	AMIST000513	AMISP000513	AMISG000344	AMISG000344 uncharacterized protein	
AMISG000345	AMIST000514	AMISP000514	AMISG000345	AMISG000345 uncharacterized protein	
AMISG000346	AMIST000515	AMISP000515	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	
AMISG000347	AMIST000516	AMISP000516	CRIM1	cysteine rich transmembrane BMP regulator 1 (chordin-like)	
AMISG000348	AMIST000517	AMISP000517	AMISG000348	AMISG000348 uncharacterized protein	
AMISG000349	AMIST000518	AMISP000518	AMISG000349	AMISG000349 uncharacterized protein	
AMISG000350	AMIST000519	AMISP000519	TEX26	testis expressed 26	
AMISG000351	AMIST000520|AMIST000521	AMISP000520|AMISP000521	MEDAG	mesenteric estrogen-dependent adipogenesis	
AMISG000352	AMIST000522|AMIST000523	AMISP000522|AMISP000523	AMISG000352	AMISG000352 uncharacterized protein	
AMISG000353	AMIST000524	AMISP000524	MRC1L1	mannose receptor	
AMISG000354	AMIST000525	AMISP000525	STAM	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1	
AMISG000355	AMIST000526	AMISP000526	PTPLA	protein tyrosine phosphatase-like (proline instead of catalytic arginine)	
AMISG000356	AMIST000527	AMISP000527	AMISG000356	AMISG000356 uncharacterized protein	
AMISG000357	AMIST000528	AMISP000528	AMISG000357	AMISG000357 uncharacterized protein	
AMISG000358	AMIST000529|AMIST000530|AMIST000531	AMISP000529|AMISP000530|AMISP000531	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2	
AMISG000359	AMIST000532	AMISP000532	AMISG000359	AMISG000359 uncharacterized protein	
AMISG000360	AMIST000533	AMISP000533	VIM	vimentin	
AMISG000361	AMIST000534	AMISP000534	TRDMT1	tRNA aspartic acid methyltransferase 1	
AMISG000362	AMIST000535	AMISP000535	CUBN	cubilin (intrinsic factor-cobalamin receptor)	
AMISG000363	AMIST000536	AMISP000536	RSU1	Ras suppressor protein 1	
AMISG000364	AMIST000537	AMISP000537	C1QL3	complement component 1	
AMISG000365	AMIST000538|AMIST000539	AMISP000538|AMISP000539	PTER	phosphotriesterase related	
AMISG000366	AMIST000540	AMISP000540	AMISG000366	AMISG000366 uncharacterized protein	
AMISG000367	AMIST000541	AMISP000541	AMISG000367	AMISG000367 uncharacterized protein	
AMISG000368	AMIST000542	AMISP000542	AMISG000368	AMISG000368 uncharacterized protein	
AMISG000369	AMIST000543	AMISP000543	AMISG000369	AMISG000369 uncharacterized protein	
AMISG000370	AMIST000544	AMISP000544	AMISG000370	AMISG000370 uncharacterized protein	
AMISG000371	AMIST000545	AMISP000545	LOC418355L	similar to chicken LOC418355 (uncharacterized LOC418355)	
AMISG000372	AMIST000546	AMISP000546	AMISG000372	AMISG000372 uncharacterized protein	
AMISG000373	AMIST000547	AMISP000547	AMISG000373	AMISG000373 uncharacterized protein	
AMISG000374	AMIST000548	AMISP000548	AMISG000374	AMISG000374 uncharacterized protein	
AMISG000375	AMIST000549	AMISP000549	AMISG000375	AMISG000375 uncharacterized protein	
AMISG000376	AMIST000550	AMISP000550	AMISG000376	AMISG000376 uncharacterized protein	
AMISG000377	AMIST000551|AMIST000552|AMIST000553|AMIST000554|AMIST000555	AMISP000551|AMISP000552|AMISP000553|AMISP000554|AMISP000555	AMISG000377	AMISG000377 uncharacterized protein	
AMISG000378	AMIST000556|AMIST000557	AMISP000556|AMISP000557	MAP3K1	mitogen-activated protein kinase kinase kinase 1	
AMISG000379	AMIST000558	AMISP000558	AMISG000379	AMISG000379 uncharacterized protein	
AMISG000380	AMIST000559	AMISP000559	SETD9	SET domain containing 9	
AMISG000381	AMIST000560	AMISP000560	MIER3	mesoderm induction early response 1	
AMISG000382	AMIST000561	AMISP000561	AMISG000382	AMISG000382 uncharacterized protein	
AMISG000383	AMIST000562	AMISP000562	AMISG000383	AMISG000383 uncharacterized protein	
AMISG000384	AMIST000563	AMISP000563	AMISG000384	AMISG000384 uncharacterized protein	
AMISG000385	AMIST000564	AMISP000564	AMISG000385	AMISG000385 uncharacterized protein	
AMISG000386	AMIST000565	AMISP000565	AMISG000386	AMISG000386 uncharacterized protein	
AMISG000387	AMIST000566	AMISP000566	AMISG000387	AMISG000387 uncharacterized protein	
AMISG000388	AMIST000567|AMIST000568|AMIST000569	AMISP000567|AMISP000568|AMISP000569	AMISG000388	AMISG000388 uncharacterized protein	
AMISG000389	AMIST000570	AMISP000570	AMISG000389	AMISG000389 uncharacterized protein	
AMISG000390	AMIST000571	AMISP000571	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	
AMISG000391	AMIST000572	AMISP000572	CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	
AMISG000392	AMIST000573	AMISP000573	AMISG000392	AMISG000392 uncharacterized protein	
AMISG000393	AMIST000574	AMISP000574	FAM69C	family with sequence similarity 69	
AMISG000394	AMIST000575|AMIST000576	AMISP000575|AMISP000576	GORAB	golgin	
AMISG000395	AMIST000577	AMISP000577	AMISG000395	AMISG000395 uncharacterized protein	
AMISG000396	AMIST000578	AMISP000578	CNTN3	contactin 3 (plasmacytoma associated)	
AMISG000397	AMIST000579	AMISP000579	AMISG000397	AMISG000397 uncharacterized protein	
AMISG000398	AMIST000580	AMISP000580	AMISG000398	AMISG000398 uncharacterized protein	
AMISG000399	AMIST000581	AMISP000581	PDZRN3	PDZ domain containing RING finger 3	
AMISG000400	AMIST000582	AMISP000582	AMISG000400	AMISG000400 uncharacterized protein	
AMISG000401	AMIST000583	AMISP000583	DAP	death-associated protein	
AMISG000402	AMIST000584	AMISP000584	ANKRD33B	ankyrin repeat domain 33B	
AMISG000403	AMIST000585	AMISP000585	SNRNP48	small nuclear ribonucleoprotein 48kDa (U11/U12)	
AMISG000404	AMIST000586	AMISP000586	AMISG000404	AMISG000404 uncharacterized protein	
AMISG000405	AMIST000587|AMIST000588	AMISP000587|AMISP000588	AMISG000405	AMISG000405 uncharacterized protein	
AMISG000406	AMIST000589	AMISP000589	SEC14L5	SEC14-like 5 (S. cerevisiae)	
AMISG000407	AMIST000590|AMIST000591	AMISP000590|AMISP000591	LOC563388L	similar to zebrafish LOC563388 (uncharacterized LOC563388)	
AMISG000408	AMIST000592	AMISP000592	LOC100858521L	similar to chicken LOC100858521 (keratin	
AMISG000409	AMIST000593	AMISP000593	AMISG000409	AMISG000409 uncharacterized protein	
AMISG000410	AMIST000594	AMISP000594	AMISG000410	AMISG000410 uncharacterized protein	
AMISG000411	AMIST000595	AMISP000595	AMISG000411	AMISG000411 uncharacterized protein	
AMISG000412	AMIST000596	AMISP000596	FREM2	FRAS1 related extracellular matrix protein 2	
AMISG000413	AMIST000597|AMIST000598	AMISP000597|AMISP000598	AMISG000413	AMISG000413 uncharacterized protein	
AMISG000414	AMIST000599	AMISP000599	AMISG000414	AMISG000414 uncharacterized protein	
AMISG000415	AMIST000600	AMISP000600	AMISG000415	AMISG000415 uncharacterized protein	
AMISG000416	AMIST000601|AMIST000602	AMISP000601|AMISP000602	TTC38	tetratricopeptide repeat domain 38	
AMISG000417	AMIST000603	AMISP000603	ZC3HAV1	zinc finger CCCH-type	
AMISG000418	AMIST000604|AMIST000605|AMIST000606	AMISP000604|AMISP000605|AMISP000606	ETV6	ets variant gene 6 (TEL oncogene)	
AMISG000419	AMIST000607|AMIST000608	AMISP000607|AMISP000608	AMISG000419	AMISG000419 uncharacterized protein	
AMISG000420	AMIST000609|AMIST000610	AMISP000609|AMISP000610	BCL2L14	BCL2-like 14 (apoptosis facilitator)	
AMISG000421	AMIST000611	AMISP000611	LRP6	low density lipoprotein receptor-related protein 6	
AMISG000422	AMIST000612|AMIST000613	AMISP000612|AMISP000613	MANSC1	MANSC domain containing 1	
AMISG000423	AMIST000614	AMISP000614	LOH12CR1	loss of heterozygosity	
AMISG000424	AMIST000615	AMISP000615	DUSP16	dual specificity phosphatase 16	
AMISG000425	AMIST000616	AMISP000616	CREBL2	cAMP responsive element binding protein-like 2	
AMISG000426	AMIST000617	AMISP000617	GPR19	G protein-coupled receptor 19	
AMISG000427	AMIST000618	AMISP000618	CDKN1A	cyclin-dependent kinase inhibitor 1A	
AMISG000428	AMIST000619	AMISP000619	C9ORF43L	similar to human C9orf43	
AMISG000429	AMIST000620|AMIST000621|AMIST000622	AMISP000620|AMISP000621|AMISP000622	POLE3	polymerase (DNA directed)	
AMISG000430	AMIST000623	AMISP000623	ALAD	aminolevulinate dehydratase	
AMISG000431	AMIST000624	AMISP000624	HDHD3	haloacid dehalogenase-like hydrolase domain containing 3	
AMISG000432	AMIST000625	AMISP000625	BSPRY	B-box and SPRY domain containing	
AMISG000433	AMIST000626	AMISP000626	WDR31	WD repeat domain 31	
AMISG000434	AMIST000627	AMISP000627	AMISG000434	AMISG000434 uncharacterized protein	
AMISG000435	AMIST000628	AMISP000628	RNF224	ring finger protein 224	
AMISG000436	AMIST000629|AMIST000630	AMISP000629|AMISP000630	PRPF4	PRP4 pre-mRNA processing factor 4 homolog (yeast)	
AMISG000437	AMIST000631	AMISP000631	CDC26	cell division cycle 26 homolog (S. cerevisiae)	
AMISG000438	AMIST000632|AMIST000633	AMISP000632|AMISP000633	SLC31A1	solute carrier family 31 (copper transporters)	
AMISG000439	AMIST000634|AMIST000635|AMIST000636	AMISP000634|AMISP000635|AMISP000636	FKBP15	FK506 binding protein 15	
AMISG000440	AMIST000637	AMISP000637	AMISG000440	AMISG000440 uncharacterized protein	
AMISG000441	AMIST000638	AMISP000638	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	
AMISG000442	AMIST000639	AMISP000639	RPL12	ribosomal protein L12	
AMISG000443	AMIST000640	AMISP000640	ZMYND19	zinc finger	
AMISG000444	AMIST000641	AMISP000641	WDR85	WD repeat domain 85	
AMISG000445	AMIST000642	AMISP000642	MRPL41	mitochondrial ribosomal protein L41	
AMISG000446	AMIST000643|AMIST000644	AMISP000643|AMISP000644	PNPLA6	patatin-like phospholipase domain containing 6	
AMISG000447	AMIST000645|AMIST000646	AMISP000645|AMISP000646	NELF	nasal embryonic LHRH factor	
AMISG000448	AMIST000647	AMISP000647	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	
AMISG000449	AMIST000648|AMIST000649	AMISP000648|AMISP000649	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8	
AMISG000450	AMIST000650	AMISP000650	AMISG000450	AMISG000450 uncharacterized protein	
AMISG000451	AMIST000651|AMIST000652|AMIST000653	AMISP000651|AMISP000652|AMISP000653	NOXA1	NADPH oxidase activator 1	
AMISG000452	AMIST000654|AMIST000655	AMISP000654|AMISP000655	AMISG000452	AMISG000452 uncharacterized protein	
AMISG000453	AMIST000656	AMISP000656	AMISG000453	AMISG000453 uncharacterized protein	
AMISG000454	AMIST000657	AMISP000657	AMISG000454	AMISG000454 uncharacterized protein	
AMISG000455	AMIST000658	AMISP000658	AMISG000455	AMISG000455 uncharacterized protein	
AMISG000456	AMIST000659|AMIST000660	AMISP000659|AMISP000660	SH3GL2	SH3-domain GRB2-like 2	
AMISG000457	AMIST000661	AMISP000661	AMISG000457	AMISG000457 uncharacterized protein	
AMISG000458	AMIST000662	AMISP000662	ZBTB47	zinc finger and BTB domain containing 47	
AMISG000459	AMIST000663	AMISP000663	NKTR	natural killer-tumor recognition sequence	
AMISG000460	AMIST000664	AMISP000664	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	
AMISG000461	AMIST000665|AMIST000666	AMISP000665|AMISP000666	VIPR1	vasoactive intestinal peptide receptor 1	
AMISG000462	AMIST000667	AMISP000667	NFS1	NFS1 nitrogen fixation 1 homolog (S. cerevisiae)	
AMISG000463	AMIST000668	AMISP000668	ROMO1	reactive oxygen species modulator 1	
AMISG000464	AMIST000669	AMISP000669	AMISG000464	AMISG000464 uncharacterized protein	
AMISG000465	AMIST000670|AMIST000671|AMIST000672	AMISP000670|AMISP000671|AMISP000672	RBM39	RNA binding motif protein 39	
AMISG000466	AMIST000673|AMIST000674|AMIST000675	AMISP000673|AMISP000674|AMISP000675	AMISG000466	AMISG000466 uncharacterized protein	
AMISG000467	AMIST000676|AMIST000677	AMISP000676|AMISP000677	LOC100559261L	similar to green anole LOC100559261 (rho GTPase-activating protein 39-like)	
AMISG000468	AMIST000678	AMISP000678	AMISG000468	AMISG000468 uncharacterized protein	
AMISG000469	AMIST000679|AMIST000680	AMISP000679|AMISP000680	PHF20	PHD finger protein 20	
AMISG000470	AMIST000681|AMIST000682|AMIST000683	AMISP000681|AMISP000682|AMISP000683	AMISG000470	AMISG000470 uncharacterized protein	
AMISG000471	AMIST000684	AMISP000684	AMISG000471	AMISG000471 uncharacterized protein	
AMISG000472	AMIST000685	AMISP000685	AMISG000472	AMISG000472 uncharacterized protein	
AMISG000473	AMIST000686	AMISP000686	PPARA	peroxisome proliferator-activated receptor alpha	
AMISG000474	AMIST000687	AMISP000687	LOC100554950L	similar to anole LOC100554950 (polycystic kidney disease and receptor for egg jelly-related protein-like)	
AMISG000475	AMIST000688	AMISP000688	AMISG000475	AMISG000475 uncharacterized protein	
AMISG000476	AMIST000689	AMISP000689	SCHIP1	schwannomin interacting protein 1	
AMISG000477	AMIST000690	AMISP000690	IL12A	interleukin 12A (natural killer cell stimulatory factor 1	
AMISG000478	AMIST000691|AMIST000692	AMISP000691|AMISP000692	LOC425015L	similar to chicken LOC425015 (NLR family	
AMISG000479	AMIST000693|AMIST000694	AMISP000693|AMISP000694	C3ORF80L	similar to human C3orf80	
AMISG000480	AMIST000695	AMISP000695	SHANK3A	SH3 and multiple ankyrin repeat domains 3a	
AMISG000481	AMIST000696	AMISP000696	DPP8	dipeptidyl-peptidase 8	
AMISG000482	AMIST000697	AMISP000697	PTPLAD1	protein tyrosine phosphatase-like A domain containing 1	
AMISG000483	AMIST000698|AMIST000699	AMISP000698|AMISP000699	VWA9	von Willebrand factor A domain containing 9	
AMISG000484	AMIST000700|AMIST000701|AMIST000702	AMISP000700|AMISP000701|AMISP000702	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger)	
AMISG000485	AMIST000703	AMISP000703	DENND4A	DENN/MADD domain containing 4A	
AMISG000486	AMIST000704	AMISP000704	RAB11A	RAB11A	
AMISG000487	AMIST000705|AMIST000706|AMIST000707	AMISP000705|AMISP000706|AMISP000707	MEGF11	multiple EGF-like-domains 11	
AMISG000488	AMIST000708	AMISP000708	PRODHA	proline dehydrogenase (oxidase) 1a	
AMISG000489	AMIST000709	AMISP000709	FAM76B	family with sequence similarity 76	
AMISG000490	AMIST000710|AMIST000711	AMISP000710|AMISP000711	AMISG000490	AMISG000490 uncharacterized protein	
AMISG000491	AMIST000712	AMISP000712	AMISG000491	AMISG000491 uncharacterized protein	
AMISG000492	AMIST000713	AMISP000713	UQCC	ubiquinol-cytochrome c reductase complex chaperone	
AMISG000493	AMIST000714|AMIST000715|AMIST000716	AMISP000714|AMISP000715|AMISP000716	AMISG000493	AMISG000493 uncharacterized protein	
AMISG000494	AMIST000717	AMISP000717	PUS3	pseudouridylate synthase 3	
